ID	LINE_IN_SOURCE	DOCULECT	CHINESE	CONCEPT	VALUE	SEGMENTS	CHARACTERS
3882	3539	Dancun	開會	to have a meeting	hOi33 vOi35; *vuOi35	v u ɔ i ³⁵	
2629	2513	Dancun	流鼻涕	to have a running nose	liu22 pi35	l i u ²² + p i ³⁵	
3181	2965	Dancun	鼻子不通氣	to have a stuffy nose	pi32 {ak55; {ak55 pi35	p i ³² + æ a k ⁵⁵	鼻塞；塞鼻
3182	2965	Dancun	鼻子不通氣	to have a stuffy nose	pi32 {ak55; {ak55 pi35	æ a k ⁵⁵ + p i ³⁵	鼻塞；塞鼻
2619	2502	Dancun	偷針眼	to have a sty	saN33 kKuN33 kai21	s a ŋ ³³ + k ɬ u ŋ ³³ + k a i ²¹	生公髻
3216	2997	Dancun	哮喘	to have asthma	tS'iE55 hi21	ʧʰ i ɛ ⁵⁵ + h i ²¹	扯氣
3245	3024	Dancun	香港腳	to have athlete foot	lan32 kiEk33 tSi55 ?a35	l a n ³² + k i ɛ k ³³ + ʧ i ⁵⁵ + ʔ a ³⁵	爛腳趾椏
3241	3019	Dancun	長疔	to have boils	(\aN33 ?Kuk32 tS'ON35) \aN33 ?iEN33	ɕ a ŋ ³³ + ʔ ɬ u k ³² + ʧʰ ɔ ŋ ³⁵ + ɕ a ŋ ³³ + ʔ i ɛ ŋ ³³	(生毒瘡)生疔
1839	1769	Dancun	發市	to have business	fat33 \i21	f a t ³³ + ɕ i ²¹	
3212	2992	Dancun	出水痘	to have chicken pox	t\'ut55 ?au35	ʨʰ u t ⁵⁵ + ʔ a u ³⁵	
3222	3004	Dancun	霍亂	to have cholera	fOk55 lOn32; k'Ok55 lOn32	f ɔ k ⁵⁵ + l ɔ n ³²	
3223	3004	Dancun	霍亂	to have cholera	fOk55 lOn32; k'Ok55 lOn32	kʰ ɔ k ⁵⁵ + l ɔ n ³²	
3204	2985	Dancun	抽筋	to have cramps	tS'au33 kin33; kiEk33 fan55 kin33	ʧʰ a u ³³ + k i n ³³	腳反筋
3205	2985	Dancun	抽筋	to have cramps	tS'au33 kin33; kiEk33 fan55 kin33	k i ɛ k ³³ + f a n ⁵⁵ + k i n ³³	腳反筋
3184	2967	Dancun	蛀牙	to have decayed teeth	tS'KuN22 tSi33 Na35	ʧʰ ɬ u ŋ ²² + ʧ i ³³ + ŋ a ³⁵	虫蛀牙
3199	2981	Dancun	瀉肚子	to have diarrhea	{iE33; m22 hO55 ?u55	æ i ɛ ³³	唔好肚
3200	2981	Dancun	瀉肚子	to have diarrhea	{iE33; m22 hO55 ?u55	m ²² + h ɔ ⁵⁵ + ʔ u ⁵⁵	唔好肚
3219	3001	Dancun	害痢疾	to have dysentary	?u33 li32	ʔ u ³³ + l i ³²	痢
3209	2989	Dancun	發燒	to have fever	hau22 Neik32	h a u ²² + ŋ e i k ³²	頭熱
3234	3012	Dancun	雞皮疙瘩	to have goose flesh	laN33 ?O33 ka33 p'i22 mai55 {KuN55 lO55	l a ŋ ³³ + ʔ ɔ ³³ + k a ³³ + pʰ i ²² + m a i ⁵⁵ + æ ɬ u ŋ ⁵⁵ + l ɔ ⁵⁵	冷到雞皮米聳咯
3172	2957	Dancun	頭痛	to have headache	hau22 t'iEk33	h a u ²² + tʰ i ɛ k ³³	
3196	2978	Dancun	胃不消化	to have indigestion	t\ai32	ʨ a i ³²	滯
3071	2872	Dancun	抽筋	to have leg crampe	kiEk33 fan55 kin33	k i ɛ k ³³ + f a n ⁵⁵ + k i n ³³	腳反筋
3231	3009	Dancun	長痲瘋	to have leprosy	\aN33 fKuN33	ɕ a ŋ ³³ + f ɬ u ŋ ³³	生瘋
3232	3010	Dancun	生蝨子	to have lice	\aN33 \iEt55 na55	ɕ a ŋ ³³ + ɕ i ɛ t ⁵⁵ + n a ⁵⁵	生蝨
3224	3005	Dancun	生瘧疾	to have malaria	fat33 laN35; ?a55 fat33 laN35	f a t ³³ + l a ŋ ³⁵	發冷；打發冷
3225	3005	Dancun	生瘧疾	to have malaria	fat33 laN35; ?a55 fat33 laN35	ʔ a ⁵⁵ + f a t ³³ + l a ŋ ³⁵	發冷；打發冷
3236	3014	Dancun	長痔瘡	to have piles (hemorrhoid)	saN33 tSi32	s a ŋ ³³ + ʧ i ³²	生痔
3239	3017	Dancun	長疿子	to have prickly heat	tS'ut55 Neik32 hi35	ʧʰ u t ⁵⁵ + ŋ e i k ³² + h i ³⁵	出熱氣
3243	3021	Dancun	長癬	to have ringworm	\aN33 {eiN55	ɕ a ŋ ³³ + æ e i ŋ ⁵⁵	
2839	2709	Dancun	流口水	to have saliva running from the mouth	liu22 hau55 \ui55	l i u ²² + h a u ⁵⁵ + ɕ u i ⁵⁵	
3240	3018	Dancun	長瘡	to have sores	\aN33 t\'ON21	ɕ a ŋ ³³ + ʨʰ ɔ ŋ ²¹	生瘡
3198	2980	Dancun	肚子痛	to have stomachache	?u55 t'iEk33	ʔ u ⁵⁵ + tʰ i ɛ k ³³	
3192	2974	Dancun		to have swelling of the glands	kiEN55 vut35	k i ɛ ŋ ⁵⁵ + v u t ³⁵	頸核
3244	3023	Dancun	長癩	to have the mange	\aN33 lai33 ti33	ɕ a ŋ ³³ + l a i ³³ + t i ³³	生癩
3211	2991	Dancun	出疹子	to have the measles	t\'ut55 ma35	ʨʰ u t ⁵⁵ + m a ³⁵	出痳
3190	2972	Dancun	害痄腮	to have the mumps	tSKuN55 kiEN55	ʧ ɬ u ŋ ⁵⁵ + k i ɛ ŋ ⁵⁵	腫頸
4096	3692	Dancun	得，必須	to have to	hiEm33; *jiEu33	h i ɛ m ³³	欠；要
4097	3692	Dancun	得，必須	to have to	hiEm33; *jiEu33	j i ɛ u ³³	欠；要
3195	2977	Dancun	害肺癆	to have tuberculosis	nui32 SiEN33	n u i ³² + ʃ i ɛ ŋ ³³	內傷
3242	3020	Dancun	長瘤	to have tumour, a swelling	saN33 liu35	s a ŋ ³³ + l i u ³⁵	生瘤
3233	3011	Dancun	狐臭	to have underarm odor	\in33 t\'iu33 vu22	ɕ i n ³³ + ʨʰ i u ³³ + v u ²²	身臭狐
3256	3034	Dancun	醫病	to heal disease	ji33	j i ³³	
2798	2680	Dancun	聽	to hear	hiEN33	h i ɛ ŋ ³³	
1042	1066	Dancun	燒熱（鍋）	to heat up the pan	\iEu33 hKuN22	ɕ i ɛ u ³³ + h ɬ u ŋ ²²	燒紅
3828	3511	Dancun	幫助	to help	pON33; pON33 tSO32	p ɔ ŋ ³³	
3829	3511	Dancun	幫助	to help	pON33; pON33 tSO32	p ɔ ŋ ³³ + ʧ ɔ ³²	
1103	1123	Dancun	盛飯	to help (oneself) to rice, to serve rice in bowls	t\ON33 fan32; jiEu55 fan32	ʨ ɔ ŋ ³³ + f a n ³²	裝飯，舀飯
1104	1123	Dancun	盛飯	to help (oneself) to rice, to serve rice in bowls	t\ON33 fan32; jiEu55 fan32	j i ɛ u ⁵⁵ + f a n ³²	裝飯，舀飯
1217	1220	Dancun	敹下襬	to hem a garment	tSiEp33 (fu21 kiEk33)	ʧ i ɛ p ³³ + f u ²¹ + k i ɛ k ³³	褶（褲腳）
3185	2968	Dancun	打噎	to hiccough	{ak55 ?it55	æ a k ⁵⁵ + ʔ i t ⁵⁵	塞噎
3067	2868	Dancun	躲	to hide	nat33	n a t ³³	匿
3944	3581	Dancun	藏起來（不讓人看）	to hide (things)	piEN33 mOi22	p i ɛ ŋ ³³ + m ɔ i ²²	
3791	3485	Dancun	阻	to hinder, to get in the way	t\u55	ʨ u ⁵⁵	
3588	3310	Dancun	雇	to hire, to employ	t'iEN55	tʰ i ɛ ŋ ⁵⁵	請
2266	2198	Dancun	打鼓	to hit the drum	?a55 ku55	ʔ a ⁵⁵ + k u ⁵⁵	
2937	2781	Dancun	打	to hit, to strike	?a55	ʔ a ⁵⁵	
1702	1647	Dancun	鋤	to hoe	tS'u22 ?i32	ʧʰ u ²² + ʔ i ³²	～地
2074	2008	Dancun	張帆	to hoist sail	tS'iE55 hi55	ʧʰ i ɛ ⁵⁵ + h i ⁵⁵	扯起
2477	2381	Dancun	出殯	to hold a funeral procession	t\'ut55 \an33; tS'ut55 {ON33	ʨʰ u t ⁵⁵ + ɕ a n ³³	出山；出喪
2478	2381	Dancun	出殯	to hold a funeral procession	t\'ut55 \an33; tS'ut55 {ON33	ʧʰ u t ⁵⁵ + æ ɔ ŋ ³³	出山；出喪
2875	2737	Dancun	握住	to hold firmly	t\a33 kin55	ʨ a ³³ + k i n ⁵⁵	緊
2828	2702	Dancun	含	to hold in the mouth	ham22; *hEm22	h a m ²²	
2829	2702	Dancun	含	to hold in the mouth	ham22; *hEm22	h ɛ m ²²	
2182	2101	Dancun	執筆	to hold the brush/pen	tSa33 pit55	ʧ a ³³ + p i t ⁵⁵	筆
2879	2740	Dancun	捧	to hold up in both hands	pKuN55	p ɬ u ŋ ⁵⁵	
2865	2730	Dancun	拿	to hold with the hand	k'ai33	kʰ a i ³³	
1683	1632	Dancun	鉤	to hook	nap33; k'a33 SiEN33 kK33 nap35	n a p ³³	掛上個  ?
1684	1632	Dancun	鉤	to hook	nap33; k'a33 SiEN33 kK33 nap35	kʰ a ³³ + ʃ i ɛ ŋ ³³ + k ɬ ³³ + n a p ³⁵	掛上個  ?
805	828	Dancun	舂米	to hull rice	?O55 mai55	ʔ ɔ ⁵⁵ + m a i ⁵⁵	倒米
461	481	Dancun	打獵	to hunt	?a55 liEp32	ʔ a ⁵⁵ + l i ɛ p ³²	
3353	3100	Dancun	損傷	to hurt the skin	{un55	æ u n ⁵⁵	
1984	1925	Dancun	噓	to hush	m22 hO55 t'O22	m ²² + h ɔ ⁵⁵ + tʰ ɔ ²²	唔好嘈
797	821	Dancun	碾（榖子）	to husk (grain)	hui33 mu32	h u i ³³ + m u ³²	
3824	3509	Dancun	學，模仿	to imitate	hOk32	h ɔ k ³²	
3788	3484	Dancun	誤（人子弟）	to impede	N32; m32; *huOi32	ŋ ³²	害
3789	3484	Dancun	誤（人子弟）	to impede	N32; m32; *huOi32	m ³²	害
3790	3484	Dancun	誤（人子弟）	to impede	N32; m32; *huOi32	h u ɔ i ³²	害
3744	3460	Dancun	挑撥是非	to incite to contention	kau55 \i32 fi33; Si32 fi33 ?au21 *tO32 {u35	k a u ⁵⁵ + ɕ i ³² + f i ³³	攪是非；是非竇；造事
3745	3460	Dancun	挑撥是非	to incite to contention	kau55 \i32 fi33; Si32 fi33 ?au21 *tO32 {u35	ʃ i ³² + f i ³³ + ʔ a u ²¹ + t ɔ ³² + æ u ³⁵	攪是非；是非竇；造事
4891	4290	Dancun	增加	to increase	ka33 (Nin22 kKuN33)	k a ³³ + ŋ i n ²² + k ɬ u ŋ ³³	加（人工）
3165	2952	Dancun	傳染	to infect	NiE33 kO33 Nin35; tS'un22 NiEm21	ŋ i ɛ ³³ + k ɔ ³³ + ŋ i n ³⁵	惹過人
3166	2952	Dancun	傳染	to infect	NiE33 kO33 Nin35; tS'un22 NiEm21	ʧʰ u n ²² + ŋ i ɛ m ²¹	惹過人
1138	1148	Dancun	泡茶	to infuse tea	t\'KuN33 t\'a22	ʨʰ ɬ u ŋ ³³ + ʨʰ a ²²	沖茶
2480	2383	Dancun	埋葬	to inter, to bury	mai22; jKuN33	m a i ²²	壅
2481	2383	Dancun	埋葬	to inter, to bury	mai22; jKuN33	j ɬ u ŋ ³³	壅
3771	3473	Dancun	和解	to intercede	t\ai32	ʨ a i ³²	
3800	3491	Dancun	截住	to intercept, to stop	teik32 kin55	t e i k ³² + k i n ⁵⁵	截緊
1976	1917	Dancun	傳話	to interpret	t\'un22 va35	ʨʰ u n ²² + v a ³⁵	
1982	1924	Dancun	打岔	to interrupt	tSam32; tiEm32 kK33 hau55 mOi22 hui33	ʧ a m ³²	? 個口埋去
1983	1924	Dancun	打岔	to interrupt	tSam32; tiEm32 kK33 hau55 mOi22 hui33	t i ɛ m ³² + k ɬ ³³ + h a u ⁵⁵ + m ɔ i ²² + h u i ³³	? 個口埋去
2499	2396	Dancun	介紹	to introduce	kai33 \iEu32	k a i ³³ + ɕ i ɛ u ³²	
176	195	Dancun	淹	to inundate	tim33	t i m ³³	浸
2518	2412	Dancun	請客	to invite guests to give a party	t'iEN55 hak33	tʰ i ɛ ŋ ⁵⁵ + h a k ³³	
1254	1244	Dancun	燙	to iron	hON33	h ɔ ŋ ³³	
790	814	Dancun	灌溉	to irrigate	tS'iE33 mOn55 heiN22 \ui55	ʧʰ i ɛ ³³ + m ɔ n ⁵⁵ + h e i ŋ ²² + ɕ u i ⁵⁵	車滿田水
3591	3314	Dancun	發薪水	to issue salary	t\'ut55 liEN22; t\'ut55 Nin22 kKuN33	ʨʰ u t ⁵⁵ + l i ɛ ŋ ²²	出糧；出人工
3592	3314	Dancun	發薪水	to issue salary	t\'ut55 liEN22; t\'ut55 Nin22 kKuN33	ʨʰ u t ⁵⁵ + ŋ i n ²² + k ɬ u ŋ ³³	出糧；出人工
3732	3452	Dancun	諷刺	to jeer at	{iu33	æ i u ³³	笑
3021	2833	Dancun	哆嗦腿	to jiggle the feet	*NeiN33 kiEk35	ŋ e i ŋ ³³ + k i ɛ k ³⁵	
3712	3439	Dancun	開玩笑	to joke	*lei33 {iu35	l e i ³³ + æ i u ³⁵	逗笑
3710	3438	Dancun	說笑	to joke (verbally)	kON55 {iEu35; *kON55 {iEu33 wa35	k ɔ ŋ ⁵⁵ + æ i ɛ u ³⁵	講笑；講笑話
3711	3438	Dancun	說笑	to joke (verbally)	kON55 {iEu35; *kON55 {iEu33 wa35	k ɔ ŋ ⁵⁵ + æ i ɛ u ³³ + ʋ a ³⁵	講笑；講笑話
3607	3327	Dancun	審判	to judge	\im55 ?On33	ɕ i m ⁵⁵ + ʔ ɔ n ³³	審案
3059	2863	Dancun	跳	to jump	hiEu22	h i ɛ u ²²	
2234	2156	Dancun	跳繩	to jump rope	hiEu22 seiN35	h i ɛ u ²² + s e i ŋ ³⁵	
3936	3577	Dancun	留	to keep	liu22; *t\eiN32	l i u ²²	剩
3937	3577	Dancun	留	to keep	liu22; *t\eiN32	ʨ e i ŋ ³²	剩
2501	2398	Dancun	陪伴	to keep company	pOn32; jiu33 p'On35; hu55 Nin22   tu33 p'On35	p ɔ n ³²	有伴；討人做伴
2502	2398	Dancun	陪伴	to keep company	pOn32; jiu33 p'On35; hu55 Nin22   tu33 p'On35	j i u ³³ + pʰ ɔ n ³⁵	有伴；討人做伴
2503	2398	Dancun	陪伴	to keep company	pOn32; jiu33 p'On35; hu55 Nin22   tu33 p'On35	h u ⁵⁵ + ŋ i n ²² + t u ³³ + pʰ ɔ n ³⁵	有伴；討人做伴
3798	3489	Dancun	霸佔	to keep for oneself	pa33	p a ³³	
3019	2831	Dancun	踢	to kick	p'iEk33	pʰ i ɛ k ³³	
3020	2832	Dancun	尥蹶子	to kick (as a horse) to kick back	fan33 kiak35	f a n ³³ + k i a k ³⁵	翻腳
3022	2834	Dancun	踢被子	to kick off coverings	*?aN32 p'i35	ʔ a ŋ ³² + pʰ i ³⁵	
3700	3428	Dancun	拐帶（小孩）	to kidnap	kwai55	k ʋ a i ⁵⁵	
2806	2687	Dancun	親嘴	to kiss	tOt33 tK32 k'ui33	t ɔ t ³³ + t ɬ ³² + kʰ u i ³³	啜下佢
1049	1073	Dancun	捏	to knead (a dough)	t\'ai33 fun55	ʨʰ a i ³³ + f u n ⁵⁵	搓粉
3037	2847	Dancun	跪	to kneel	kwi32; *ki32	k ʋ i ³²	
3038	2847	Dancun	跪	to kneel	kwi32; *ki32	k i ³²	
1236	1231	Dancun	編	to knit	t\eik55	ʨ e i k ⁵⁵	
2778	2668	Dancun	皺眉	to knit the eyebrows	*tSEi55 mOi22 mei22 hEi22; Nau33 mOi22 mi22 hau22	ʧ ɛ i ⁵⁵ + m ɔ i ²² + m e i ²² + h ɛ i ²²	皺埋眉頭
2779	2668	Dancun	皺眉	to knit the eyebrows	*tSEi55 mOi22 mei22 hEi22; Nau33 mOi22 mi22 hau22	ŋ a u ³³ + m ɔ i ²² + m i ²² + h a u ²²	皺埋眉頭
3360	3104	Dancun	碰傷	to knock against something and get hurt	*p'KuN33 \iEN33; ham55 \iEN33	pʰ ɬ u ŋ ³³ + ɕ i ɛ ŋ ³³	
3361	3104	Dancun	碰傷	to knock against something and get hurt	*p'KuN33 \iEN33; ham55 \iEN33	h a m ⁵⁵ + ɕ i ɛ ŋ ³³	
1453	1430	Dancun	敲門	to knock at the door	p'ak33 mOn22	pʰ a k ³³ + m ɔ n ²²	拍門
4060	3666	Dancun	知道	to know	?i33 t'ui22	ʔ i ³³ + tʰ u i ²²	知隨
1332	1314	Dancun	穿鞋帶	to lace the shoe	t\'un33 hai22 ?ai35	ʨʰ u n ³³ + h a i ²² + ʔ a i ³⁵	
3001	2820	Dancun	舀（水）	to ladle	jiEu55	j i ɛ u ⁵⁵	
1123	1136	Dancun	勺	to ladle, to spoon	fut55; jiEu55	f u t ⁵⁵	? ，舀
1124	1136	Dancun	勺	to ladle, to spoon	fut55; jiEu55	j i ɛ u ⁵⁵	? ，舀
2087	2024	Dancun	上岸	to land	\iEN33 NOn32	ɕ i ɛ ŋ ³³ + ŋ ɔ n ³²	
3967	3597	Dancun	笑	to laugh	{iu33	æ i u ³³	
322	336	Dancun	下蛋	to lay eggs	\aN33 ?an35	ɕ a ŋ ³³ + ʔ a n ³⁵	生蛋
1492	1471	Dancun	打房基	to lay the foundation	?a55 t\ON33; ?a55 t'iEN22 kiEk33	ʔ a ⁵⁵ + ʨ ɔ ŋ ³³	打樁，打牆腳
1493	1471	Dancun	打房基	to lay the foundation	?a55 t\ON33; ?a55 t'iEN22 kiEk33	ʔ a ⁵⁵ + tʰ i ɛ ŋ ²² + k i ɛ k ³³	打樁，打牆腳
3862	3527	Dancun	帶領	to lead	?ai33	ʔ a i ³³	
4504	3969	Dancun	漏	to leak	lau32 \ui55	l a u ³² + ɕ u i ⁵⁵	漏（水）
3044	2852	Dancun	靠	to lean against	paN32	p a ŋ ³²	
1634	1587	Dancun	枕（枕頭）	to lean on a pillow	t\im33	ʨ i m ³³	
3947	3583	Dancun	邋，遺忘	to leave behind	*lai32; lau32	l a i ³²	漏
3948	3583	Dancun	邋，遺忘	to leave behind	*lai32; lau32	l a u ³²	漏
3108	2902	Dancun	留髧	to leave hair hanging down over the forehead	liu22 k'ap55	l i u ²² + kʰ a p ⁵⁵	
1923	1867	Dancun	放債	to lend money on usury	fON33 t\ai33; fON33 t\ai33 hKuk32 li32	f ɔ ŋ ³³ + ʨ a i ³³	放債酷利
1924	1867	Dancun	放債	to lend money on usury	fON33 t\ai33; fON33 t\ai33 hKuk32 li32	f ɔ ŋ ³³ + ʨ a i ³³ + h ɬ u k ³² + l i ³²	放債酷利
1917	1862	Dancun	借（錢）	to lend, to borrow (money)	tiE33	t i ɛ ³³	
2856	2723	Dancun	鬆手	to let loose of the hand	fON33 \iu55	f ɔ ŋ ³³ + ɕ i u ⁵⁵	放手
186	204	Dancun	填平（凹處）	to level up	heiN22 hO55; heiN22 t\iEN33	h e i ŋ ²² + h ɔ ⁵⁵	填好，~正
187	204	Dancun	填平（凹處）	to level up	heiN22 hO55; heiN22 t\iEN33	h e i ŋ ²² + ʨ i ɛ ŋ ³³	填好，~正
2820	2696	Dancun	舐	to lick with blade of tongue	\ai21	ɕ a i ²¹	
2819	2695	Dancun	舔	to lick with tip of tongue	liEm55	l i ɛ m ⁵⁵	
3737	3456	Dancun	說謊	to lie	*kON55 ?ai32 wa35; (kON55 ?ai32 wa35 tS'KuN22 tSi33 Na35)	k ɔ ŋ ⁵⁵ + ʔ a i ³² + ʋ a ³⁵	講大話（講大話虫蛀牙）
3738	3456	Dancun	說謊	to lie	*kON55 ?ai32 wa35; (kON55 ?ai32 wa35 tS'KuN22 tSi33 Na35)	k ɔ ŋ ⁵⁵ + ʔ a i ³² + ʋ a ³⁵ + ʧʰ ɬ u ŋ ²² + ʧ i ³³ + ŋ a ³⁵	講大話（講大話虫蛀牙）
3045	2853	Dancun	躺下	to lie down	*meiN22	m e i ŋ ²²	眠
3046	2854	Dancun	趴	to lie flat on the stomach	*?a55 p'ouk55	ʔ a ⁵⁵ + pʰ o u k ⁵⁵	打仆
2995	2817	Dancun	掀開	to lift open (a lid)	k'eik33 hOi33	kʰ e i k ³³ + h ɔ i ³³	揭開
1026	1046	Dancun	點火	to light a fire	?iEm55 fO55	ʔ i ɛ m ⁵⁵ + f ɔ ⁵⁵	
1729	1670	Dancun	劃火柴	to light a match	t\'ak55 fO55 t\'ai35	ʨʰ a k ⁵⁵ + f ɔ ⁵⁵ + ʨʰ a i ³⁵	擦～～
3966	3596	Dancun	喜歡	to like	t\KuN33 ji33	ʨ ɬ u ŋ ³³ + j i ³³	中意
3953	3586	Dancun	限	to limit	han32; (han32 k'i22)	h a n ³²	（限期）
3954	3586	Dancun	限	to limit	han32; (han32 k'i22)	h a n ³² + kʰ i ²²	（限期）
3012	2827	Dancun	跛足走路	to limp	*p'ek55 kiEk35; p'eik55 tK21 p'eik55	pʰ e k ⁵⁵ + k i ɛ k ³⁵	
3013	2827	Dancun	跛足走路	to limp	*p'ek55 kiEk35; p'eik55 tK21 p'eik55	pʰ e i k ⁵⁵ + t ɬ ²¹ + pʰ e i k ⁵⁵	
1216	1219	Dancun	襯裡子	to line a garment	ha33 t'aN22 li21	h a ³³ + tʰ a ŋ ²² + l i ²¹	下層裡
3004	2822	Dancun	排	to line up, to queue up	p'ai22 ?ui35; p'ai22 tSui35	pʰ a i ²² + ʔ u i ³⁵	排隊
3005	2822	Dancun	排	to line up, to queue up	p'ai22 ?ui35; p'ai22 tSui35	pʰ a i ²² + ʧ u i ³⁵	排隊
1483	1461	Dancun	鎖	to lock	{u55	æ u ⁵⁵	
3991	3616	Dancun	渴望	to long for	*Ni22 ?ak33	ŋ i ²² + ʔ a k ³³	宜得
3838	3516	Dancun	照顧	to look after	*hai55 kin55; kKuN35; hai55	h a i ⁵⁵ + k i n ⁵⁵	睇緊；共
3839	3516	Dancun	照顧	to look after	*hai55 kin55; kKuN35; hai55	k ɬ u ŋ ³⁵	睇緊；共
3840	3516	Dancun	照顧	to look after	*hai55 kin55; kKuN35; hai55	h a i ⁵⁵	睇緊；共
3779	3479	Dancun	看不起	to look down upon	hai55 m22 hi55; *m22 hai55 ?ak33 hi55	h a i ⁵⁵ + m ²² + h i ⁵⁵	睇唔起；唔睇得起
3780	3479	Dancun	看不起	to look down upon	hai55 m22 hi55; *m22 hai55 ?ak33 hi55	m ²² + h a i ⁵⁵ + ʔ a k ³³ + h i ⁵⁵	睇唔起；唔睇得起
3945	3582	Dancun	找	to look for	pOi55; *fun55	p ɔ i ⁵⁵	
3946	3582	Dancun	找	to look for	pOi55; *fun55	f u n ⁵⁵	
3739	3457	Dancun	找別人的過失	to look for other's faults	hu55 mu22 hu55 jOi35; (tO32 Si32 fi35; *?u33 {u32 ?u33 kOn33; \aN33 \i32 tO32 fi35)	h u ⁵⁵ + m u ²² + h u ⁵⁵ + j ɔ i ³⁵	討 ? 討  ?；造是非；多事多幹；生是造非
3740	3457	Dancun	找別人的過失	to look for other's faults	hu55 mu22 hu55 jOi35; (tO32 Si32 fi35; *?u33 {u32 ?u33 kOn33; \aN33 \i32 tO32 fi35)	t ɔ ³² + ʃ i ³² + f i ³⁵	討 ? 討  ?；造是非；多事多幹；生是造非
3741	3457	Dancun	找別人的過失	to look for other's faults	hu55 mu22 hu55 jOi35; (tO32 Si32 fi35; *?u33 {u32 ?u33 kOn33; \aN33 \i32 tO32 fi35)	ʔ u ³³ + æ u ³² + ʔ u ³³ + k ɔ n ³³	討 ? 討  ?；造是非；多事多幹；生是造非
3742	3457	Dancun	找別人的過失	to look for other's faults	hu55 mu22 hu55 jOi35; (tO32 Si32 fi35; *?u33 {u32 ?u33 kOn33; \aN33 \i32 tO32 fi35)	ɕ a ŋ ³³ + ɕ i ³² + t ɔ ³² + f i ³⁵	討 ? 討  ?；造是非；多事多幹；生是造非
1592	1553	Dancun	照鏡子	to look in a mirror	t\iEu33 kiEN35	ʨ i ɛ u ³³ + k i ɛ ŋ ³⁵	
2790	2675	Dancun	斜著眼看	to look sideway	*?i55 Nan55 mi55 hai55 Nin35; ?i55 Nan55 mi55 liEu33 kin55 niEk55	ʔ i ⁵⁵ + ŋ a n ⁵⁵ + m i ⁵⁵ + h a i ⁵⁵ + ŋ i n ³⁵	畀眼尾睇人
2791	2675	Dancun	斜著眼看	to look sideway	*?i55 Nan55 mi55 hai55 Nin35; ?i55 Nan55 mi55 liEu33 kin55 niEk55	ʔ i ⁵⁵ + ŋ a n ⁵⁵ + m i ⁵⁵ + l i ɛ u ³³ + k i n ⁵⁵ + n i ɛ k ⁵⁵	畀眼尾睇人
2292	2224	Dancun	輸	to lose	\i33	ɕ i ³³	
4877	4277	Dancun	遺失	to lose (thing)	\it55 tK33	ɕ i t ⁵⁵ + t ɬ ³³	
1822	1756	Dancun	賠錢	to lose money in business	\iEt32; \iEt32 pOn55	ɕ i ɛ t ³²	蝕；蝕本
1823	1756	Dancun	賠錢	to lose money in business	\iEt32; \iEt32 pOn55	ɕ i ɛ t ³² + p ɔ n ⁵⁵	蝕；蝕本
3972	3602	Dancun	發脾氣	to lose one's temper	fat33 hi33 fat33 hau32/*hEi32	f a t ³³ + h i ³³ + f a t ³³ + h a u ³²¯ h ɛ i ³²	發氣發候
3985	3612	Dancun	愛	to love	?Oi33; *han32; tSKuN33 ji33	ʔ ɔ i ³³	恨；中意
3986	3612	Dancun	愛	to love	?Oi33; *han32; tSKuN33 ji33	h a n ³²	恨；中意
3987	3612	Dancun	愛	to love	?Oi33; *han32; tSKuN33 ji33	ʧ ɬ u ŋ ³³ + j i ³³	恨；中意
3988	3613	Dancun	疼（小孩）	to love (a child)	han32	h a n ³²	
3785	3483	Dancun	誘	to lure	*?ai35; kau55; kau55 vai32	ʔ a i ³⁵	帶；攪；攪壞
3786	3483	Dancun	誘	to lure	*?ai35; kau55; kau55 vai32	k a u ⁵⁵	帶；攪；攪壞
3787	3483	Dancun	誘	to lure	*?ai35; kau55; kau55 vai32	k a u ⁵⁵ + v a i ³²	帶；攪；攪壞
2001	1940	Dancun	寄信	to mail a letter	ki33 {in35	k i ³³ + æ i n ³⁵	
1052	1077	Dancun	做點心	to make (pastry)	t\ap33 t'i22; tu33 t'i22	ʨ a p ³³ + tʰ i ²²	?  ，做
1053	1077	Dancun	做點心	to make (pastry)	t\ap33 t'i22; tu33 t'i22	t u ³³ + tʰ i ²²	?  ，做
1229	1226	Dancun	開鈕耳	to make a button hole	hOi55 niu55; lun22 kOi33 k'au35	h ɔ i ⁵⁵ + n i u ⁵⁵	聯個扣
1230	1226	Dancun	開鈕耳	to make a button hole	hOi55 niu55; lun22 kOi33 k'au35	l u n ²² + k ɔ i ³³ + kʰ a u ³⁵	聯個扣
3773	3475	Dancun	遷就	to make a compromise	tiu32; NiEN32; *hu55 Nam55	t i u ³²	就；讓；討
3774	3475	Dancun	遷就	to make a compromise	tiu32; NiEN32; *hu55 Nam55	ŋ i ɛ ŋ ³²	就；讓；討
3775	3475	Dancun	遷就	to make a compromise	tiu32; NiEN32; *hu55 Nam55	h u ⁵⁵ + ŋ a m ⁵⁵	就；讓；討
3270	3046	Dancun	煎藥	to make a decoction	pO33 tS'a22	p ɔ ³³ + ʧʰ a ²²	煲茶
1023	1045	Dancun	生火	to make a fire	hau33 fO55; ?au32 fO55; lau33 fO55	h a u ³³ + f ɔ ⁵⁵	透火；逗火
1024	1045	Dancun	生火	to make a fire	hau33 fO55; ?au32 fO55; lau33 fO55	ʔ a u ³² + f ɔ ⁵⁵	透火；逗火
