ID	SHIJING	BLOCK	CHAPTER	NUMBER	TITLE	STANZA	VERSE	SECTION_NUMBER	RHYME_NUMBER	SECTION	RAW_SECTION	ENDCHAR	NOTE	RHYME	ALTERNATIVE_RHYME	CHARACTER	RHYMEID	MCH	OCH	PWY	YUNBU	SECTIONID	PREINITIAL	INITIAL	MEDIAL	YUN	SUF	OCBSYUN	GSR	GSRCLASS	MCHASCII	OCH_GLOSS	PINYIN	OCBS
7012	shijing	頌	蕩之什	283	  載見	283.1	5	1	1	永言b保之	永言保之	、		283.1.b		保	1324	pawX	*pˤuʔ	?	豪	283.1.5.1		pˤ		uʔ		u	1057a	1057	pawX	protect	bao3	 pˤ  uʔ 
7013	shijing	頌	蕩之什	283	  載見	283.1	5	2	1	思皇多c祜	思皇多祜	。		283.1.c		祜	1325	huX	*[g]ˤaʔ	ɡaaʔ	魚	283.1.5.2		[g]ˤ		aʔ		a	0049y	49	huX	blessing	hu4	 [g]ˤ  aʔ 
7014	shijing	頌	蕩之什	283	  載見	283.1	6	1	1	烈文辟公	烈文辟公	、				公	0	kuwng	*C.qˤoŋ	klooŋ	東	283.1.6.1	C.	qˤ		oŋ		oŋ	1173a	1173	kuwng	father; prince	gong1	C. qˤ  oŋ 
7015	shijing	頌	蕩之什	283	  載見	283.1	6	2	1	綏以多福	綏以多福	、				福	0	pjuwk	*pək	pɯɡ	職	283.1.6.2		p		ək		ək	0933d	933	pjuwk	blessing	fu2	 p  ək 
7016	shijing	頌	蕩之什	283	  載見	283.1	6	3	1	俾緝熙于純c嘏	俾緝熙于純嘏	。		283.1.c		嘏	1325	kaeX	?	kraaʔ	魚	283.1.6.3												    
7017	shijing	頌	蕩之什	284	  有客	284.1	1	1	1	有客有客	有客有客	、				客	0	khaek	*kʰˤrak	khraaɡ	鐸	284.1.1.1		kʰˤ	r	ak		ak	0766d'	766	khaek	guest	ke4	 kʰˤ r ak 
7018	shijing	頌	蕩之什	284	  有客	284.1	1	2	1	亦白其a馬	亦白其馬	。		284.1.a		馬	1326	maeX	*mˤraʔ	mraaʔ	魚	284.1.1.2		mˤ	r	aʔ		a	0040a	40	maeX	horse	ma3	 mˤ r aʔ 
7019	shijing	頌	蕩之什	284	  有客	284.1	2	1	1	有萋有a且	有萋有且	、		284.1.a		且	1326	tsjo	*tsa		魚	284.1.2.1		ts		a		a	0046a	46	tsjo	[final particle]	ju1	 ts  a 
7020	shijing	頌	蕩之什	284	  有客	284.1	2	2	1	敦琢其a旅	敦琢其旅	。		284.1.a		旅	1326	ljoX	*[r]aʔ	raʔ	魚	284.1.2.2		[r]		aʔ		a	0077a	77	ljoX	military unit of 500 men; to go	lü3	 [r]  aʔ 
7021	shijing	頌	蕩之什	284	  有客	284.1	3	1	1	有客宿宿	有客宿宿	、				宿	0	sjuwH	*[s]uk-s	sus	幽1	284.1.3.1		[s]		uk		uk	1029a	1029	sjuwk	spend the night	su4	 [s]  uk 
7022	shijing	頌	蕩之什	284	  有客	284.1	3	2	1	有客信信	有客信信	。				信	0	sinH	*s-ni[ŋ]-s	sins	真1	284.1.3.2	s-	n		i[ŋ]	-s	iŋ	0384a	384	sinH	truthful	xin4	s- n  i[ŋ] -s
7023	shijing	頌	蕩之什	284	  有客	284.1	4	1	1	言授之縶	言授之縶	、				縶	0	trip	*t<r>ip	tib	緝2	284.1.4.1		t	<r>	ip		ip	0685f	685	trip	rope, tether; bind	zhi2	 t <r> ip 
7024	shijing	頌	蕩之什	284	  有客	284.1	4	2	1	以縶其a馬	以縶其馬	。		284.1.a		馬	1326	maeX	*mˤraʔ	mraaʔ	魚	284.1.4.2		mˤ	r	aʔ		a	0040a	40	maeX	horse	ma3	 mˤ r aʔ 
7025	shijing	頌	蕩之什	284	  有客	284.1	5	1	1	薄言b追之	薄言追之	、		284.1.b		追	1327	trwij	*truj	krlul	微2	284.1.5.1		t	r	uj		uj	0543d	543	trwij	pursue	zhui1	 t r uj 
7026	shijing	頌	蕩之什	284	  有客	284.1	5	2	1	左右b綏之	左右綏之	。		284.1.b		綏	1327	swij	*s.nuj	snul	微3	284.1.5.2	s.	n		uj		uj	0354g	354	swij	comfort (v.)	sui2	s. n  uj 
7027	shijing	頌	蕩之什	284	  有客	284.1	6	1	1	既有淫c威	既有淫威	、		284.1.c		威	1328	'jw+j	*ʔuj	qul	微2	284.1.6.1		ʔ		uj		uj	0574a	574	'jw+j	awe-inspiring	wei1	 ʔ  uj 
7028	shijing	頌	蕩之什	284	  有客	284.1	6	2	1	降福孔c夷	降福孔夷	。		284.1.c		夷	1328	yij	*ləj	li	脂2	284.1.6.2		l		əj		əj	0551a	551	yij	foreigner (especially to the east)	yi2	 l  əj 
7029	shijing	頌	蕩之什	285	  武	285.1	1	1	1	於皇武王	於皇武王	、				王	0	hjwangH	*ɢʷaŋ-s	ɢʷaŋs	陽	285.1.1.1		ɢʷ		aŋ		aŋ	0739a	739	hjwang	king	wang2	 ɢʷ  aŋ 
7030	shijing	頌	蕩之什	285	  武	285.1	1	2	1	無競維烈	無競維烈	。				烈	0					285.1.1.2		[r]		at		at	0291d	291	ljet	blazing; brilliant	lie4	 [r]  at 
7031	shijing	頌	蕩之什	285	  武	285.1	2	1	1	允文文王	允文文王	、				王	0	hjwangH	*ɢʷaŋ-s	ɢʷaŋs	陽	285.1.2.1		ɢʷ		aŋ		aŋ	0739a	739	hjwang	king	wang2	 ɢʷ  aŋ 
7032	shijing	頌	蕩之什	285	  武	285.1	2	2	1	克開厥後	克開厥後	。				後	0	huwX	*[ɢ]ˤ(r)oʔ	?	侯	285.1.2.2		[ɢ]ˤ	(r)	oʔ	-s	o	0115a	115	huwH	put after ?	hou4	 [ɢ]ˤ (r) oʔ -s
7033	shijing	頌	蕩之什	285	  武	285.1	3	1	1	嗣武受之	嗣武受之	、				受	0	dzyuwX (tawH)	*[d]uʔ	?	豪	285.1.3.1		[d]		uʔ		u	1085a	1085	dzyuwX	receive	shou4	 [d]  uʔ 
7034	shijing	頌	蕩之什	285	  武	285.1	3	2	1	勝殷遏劉	勝殷遏劉	、				劉	0	ljuw	*mə-ru	b-ru	幽1	285.1.3.2	mə-	r		u		u	1114a'	1114	ljuw	kill; surname	liu2	mə- r  u 
7035	shijing	頌	蕩之什	285	  武	285.1	3	3	1	耆定爾功	耆定爾功	。				功	0	kuwng	*kˤoŋ	kooŋ	東	285.1.3.3		kˤ		oŋ		oŋ	1172d	1172	kuwng	work, effort	gong1	 kˤ  oŋ 
7036	shijing	頌	蕩之什	286	  閔予小子	286.1	1	1	1	閔予小子	閔予小子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	286.1.1.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
7037	shijing	頌	蕩之什	286	  閔予小子	286.1	1	2	1	遭家不a造	遭家不造	、		286.1.a		造	1329	dzawX // tshawH (tshaw)	*(mə-)tsʰˤuʔ-s // *[dzˤ]uʔ	skhuuɡs	覺1	286.1.1.2		[dzˤ]		uʔ		u	1051a	1051	dzawX	make	zao4	 [dzˤ]  uʔ 
7038	shijing	頌	蕩之什	286	  閔予小子	286.1	1	3	1	嬛嬛在疚	嬛嬛在疚	。				疚	0	kjuwH	?	klɯs	之	286.1.1.3												    
7039	shijing	頌	蕩之什	286	  閔予小子	286.1	2	1	1	於乎皇a考	於乎皇考	、		286.1.a		考	1329	khawX	*k-r̥ˤuʔ	khuuʔ	幽1	286.1.2.1	k-	r̥ˤ		uʔ		u	1041d	1041	khawX	old; deceased father	kao3	k- r̥ˤ  uʔ 
7040	shijing	頌	蕩之什	286	  閔予小子	286.1	2	2	1	永世克a孝	永世克孝	。		286.1.a		孝	1329	xaewH	*qʰˤ<r>uʔ-s	qhruus	幽1	286.1.2.2		qʰˤ	<r>	uʔ	-s	u	1168a	1168	xaewH	filial	xiao4	 qʰˤ <r> uʔ -s
7041	shijing	頌	蕩之什	286	  閔予小子	286.1	3	1	1	念茲皇祖	念茲皇祖	、				祖	0	tsuX	*[ts]ˤaʔ	skaaʔ	魚	286.1.3.1		[ts]ˤ		aʔ		a	0046b'	46	tsuX	ancestor	zu3	 [ts]ˤ  aʔ 
7042	shijing	頌	蕩之什	286	  閔予小子	286.1	3	2	1	陟降b庭止	陟降庭止	。		286.1.b		庭	1330		?	deeŋ	耕	286.1.3.2												    
7043	shijing	頌	蕩之什	286	  閔予小子	286.1	4	1	1	維予小子	維予小子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	286.1.4.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
7044	shijing	頌	蕩之什	286	  閔予小子	286.1	4	2	1	夙夜b敬止	夙夜敬止	。		286.1.b		敬	1330	kjaengH	*kreŋ(ʔ)-s	kreŋs	耕	286.1.4.2		k	r	eŋ(ʔ)	-s	eŋ	0813a	813	kjaengH	respectful	jing4	 k r eŋ(ʔ) -s
7045	shijing	頌	蕩之什	286	  閔予小子	286.1	5	1	1	於乎皇c王	於乎皇王	、		286.1.c		王	1331	hjwangH	*ɢʷaŋ-s	ɢʷaŋs	陽	286.1.5.1		ɢʷ		aŋ		aŋ	0739a	739	hjwang	king	wang2	 ɢʷ  aŋ 
7046	shijing	頌	蕩之什	286	  閔予小子	286.1	5	2	1	繼序思不c忘	繼序思不忘	。		286.1.c		忘	1331	mjang	*maŋ	maŋ	陽	286.1.5.2		m		aŋ	-s	aŋ	0742i	742	mjangH	forget	wang4	 m  aŋ -s
7047	shijing	頌	蕩之什	287	  訪落	287.1	1	1	1	訪予落x?a止	訪予落止	、			287.1.a	止	0	tsyiX	*təʔ	kljɯʔ	之	287.1.1.1		t		əʔ		ə	0961a	961	tsyiX	foot; stop	zhi3	 t  əʔ 
7048	shijing	頌	蕩之什	287	  訪落	287.1	1	2	1	率時昭考	率時昭考	。				考	0	khawX	*k-r̥ˤuʔ	khuuʔ	幽1	287.1.1.2	k-	r̥ˤ		uʔ		u	1041d	1041	khawX	old; deceased father	kao3	k- r̥ˤ  uʔ 
7049	shijing	頌	蕩之什	287	  訪落	287.1	2	1	1	於乎悠x?a哉	於乎悠哉	、			287.1.a	哉	0	tsoj // tsoj	*[ts]ˤə	skɯɯ	之	287.1.2.1		[ts]ˤ		ə		ə	0943v	943	tsoj	(particle)	zai1	 [ts]ˤ  ə 
7050	shijing	頌	蕩之什	287	  訪落	287.1	2	2	1	朕未有b艾	朕未有艾	。		287.1.b		艾	1332	ngajH	*C.ŋˤa[t]-s	ŋaads	月1	287.1.2.2	C.	ŋˤ		a[t]	-s	at	0347c	347	ngajH	Artemisia; moxa	ai4	C. ŋˤ  a[t] -s
7051	shijing	頌	蕩之什	287	  訪落	287.1	3	1	1	將予就之	將予就之	、				就	0	dzjuwH	*[dz]u[k]-s	dzuɡs	覺1	287.1.3.1		[dz]		u[k]	-s	uk	1093a	1093	dzjuwH	go to	jiu4	 [dz]  u[k] -s
7052	shijing	頌	蕩之什	287	  訪落	287.1	3	2	1	繼猶判b渙	繼猶判渙	。		287.1.b		渙	1332	xwanH (xwajH)	*qʷʰˤa[n]-s	qhloods	月3	287.1.3.2		qʷʰˤ		a[n]	-s	an	0167b	167	xwanH	amply-flowing	huan4	 qʷʰˤ  a[n] -s
7053	shijing	頌	蕩之什	287	  訪落	287.1	4	1	1	維予小子	維予小子	、				子	0	tsiX	! *[ts]əʔ // *tsəʔ	?	之	287.1.4.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
7054	shijing	頌	蕩之什	287	  訪落	287.1	4	2	1	未堪家多b難	未堪家多難	。		287.1.b		難	1332	nan	*nˤar	mɢlaan	元1	287.1.4.2		nˤ		ar		ar	0152d	152	nan	difficult	nan2	 nˤ  ar 
7055	shijing	頌	蕩之什	287	  訪落	287.1	5	1	1	紹庭上c下	紹庭上下	、		287.1.c		下	1333	haeH	*m-gˤraʔ-s	ɢraas	魚	287.1.5.1	m-	gˤ	r	aʔ	-s	a	0035a	35	haeH	descend	xia4	m- gˤ r aʔ -s
7056	shijing	頌	蕩之什	287	  訪落	287.1	5	2	1	陟降厥c家	陟降厥家	。		287.1.c		家	1333	kae	*kˤra	kraa	魚	287.1.5.2		kˤ	r	a		a	0032a	32	kae	household	jia1	 kˤ r a 
7057	shijing	頌	蕩之什	287	  訪落	287.1	6	1	1	休矣皇考	休矣皇考	、				考	0	khawX	*k-r̥ˤuʔ	khuuʔ	幽1	287.1.6.1	k-	r̥ˤ		uʔ		u	1041d	1041	khawX	old; deceased father	kao3	k- r̥ˤ  uʔ 
7058	shijing	頌	蕩之什	287	  訪落	287.1	6	2	1	以保明其身	以保明其身	。				身	0	syin	*n̥i[ŋ]	qhjin	真1	287.1.6.2		n̥		i[ŋ]		iŋ	0386a	386	syin	body; self	shen1	 n̥  i[ŋ] 
7059	shijing	頌	蕩之什	288	  敬之	288.1	1	1	1	敬之敬a之	敬之敬之	、		288.1.a		之	1334	tsyi	*tə	?	之	288.1.1.1		t		ə		ə	0962a	962	tsyi	(3p object pronoun; attributive particle)	zhi1	 t  ə 
7060	shijing	頌	蕩之什	288	  敬之	288.1	1	2	1	天維顯a思	天維顯思	、		288.1.a		思	1334	si	*[s]ə	snɯ	之	288.1.1.2		[s]		ə		ə	0973a	973	si	think	si1	 [s]  ə 
7061	shijing	頌	蕩之什	288	  敬之	288.1	1	3	1	命不易a哉	命不易哉	。		288.1.a		哉	1334	tsoj // tsoj	*[ts]ˤə	skɯɯ	之	288.1.1.3		[ts]ˤ		ə		ə	0943v	943	tsoj	(particle)	zai1	 [ts]ˤ  ə 
7062	shijing	頌	蕩之什	288	  敬之	288.1	2	1	1	無曰高高在上	無曰高高在上	、				上	0	dzyangH	*daŋʔ-s	ɡljaŋs	陽	288.1.2.1	m-	d		aŋʔ		aŋ	0726a	726	dzyangX	to put up	shang4	m- d  aŋʔ 
7063	shijing	頌	蕩之什	288	  敬之	288.1	2	2	1	陟降厥a士	陟降厥士	、		288.1.a		士	1334	dzriX	*[m-s-]rəʔ	dzrɯʔ	之	288.1.2.2	[m-s-]	r		əʔ		ə	0970a	970	dzriX	officer; gentleman	shi4	[m-s-] r  əʔ 
7064	shijing	頌	蕩之什	288	  敬之	288.1	2	3	1	日監在a茲	日監在茲	。		288.1.a		茲	1334	dzi	?			288.1.2.3												    
7065	shijing	頌	蕩之什	288	  敬之	288.1	3	1	1	維予小a子	維予小子	、		288.1.a		子	1334	tsiX	! *[ts]əʔ // *tsəʔ	?	之	288.1.3.1		ts		əʔ		ə	0964a	964	tsiX	child; gentleman, master	zi3	 ts  əʔ 
7066	shijing	頌	蕩之什	288	  敬之	288.1	3	2	1	不聰敬a止	不聰敬止	。		288.1.a		止	1334	tsyiX	*təʔ	kljɯʔ	之	288.1.3.2		t		əʔ		ə	0961a	961	tsyiX	foot; stop	zhi3	 t  əʔ 
7067	shijing	頌	蕩之什	288	  敬之	288.1	4	1	1	日就月b將	日就月將	、		288.1.b		將	1335	tsjang	*[ts]aŋ	skaŋ	陽	288.1.4.1		[ts]		aŋ	-s	aŋ	0727f	727	tsjangH	lead (v.); leader	jiang4	 [ts]  aŋ -s
7068	shijing	頌	蕩之什	288	  敬之	288.1	4	2	1	學有緝熙于光b明	學有緝熙于光明	。		288.1.b		明	1335	mjaeng	*mraŋ	mraŋ	陽	288.1.4.2		m	r	aŋ		aŋ	0760a	760	mjaeng	bright	ming2	 m r aŋ 
7069	shijing	頌	蕩之什	288	  敬之	288.1	5	1	1	佛時仔肩	佛時仔肩	、				肩	0	ken	*[k]ˤe[n]	keen	元2	288.1.5.1		[k]ˤ		e[n]		en	0240a	240	ken	shoulder (n.)	jian1	 [k]ˤ  e[n] 
7070	shijing	頌	蕩之什	288	  敬之	288.1	5	2	1	示我顯德b行	示我顯德行	。		288.1.b		行	1335	haeng // haengH // hang (hangH)	*[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s	ɢaaŋs	陽	288.1.5.2		[g]ˤ	r	aŋ	-s	aŋ	0748a	748	haengH	action	xing2	 [g]ˤ r aŋ -s
7071	shijing	頌	蕩之什	289	  小毖	289.1	1	1	1	予其懲	予其懲	。				懲	0	dring	*m-trəŋ	dɯŋ	蒸	289.1.1.1	m-	t	r	əŋ		əŋ	0891b	891	dring	reprove; punish	cheng2	m- t r əŋ 
7072	shijing	頌	蕩之什	289	  小毖	289.1	2	1	1	而毖後患	而毖後患	。				患	0	hwaenH	*[g]ˤro[n]-s	ɢroons	元3	289.1.2.1		[g]ˤ	r	o[n]	-s	on	0159f	159	hwaenH	calamity; distress	huan4	 [g]ˤ r o[n] -s
7073	shijing	頌	蕩之什	289	  小毖	289.1	3	1	1	莫予荓蜂	莫予荓蜂	。				蜂	0	phjowng (buwng)	*pʰ(r)oŋ	booŋ	東	289.1.3.1		pʰ	(r)	oŋ		oŋ	1197s	1197	phjowng	bee	feng1	 pʰ (r) oŋ 
7074	shijing	頌	蕩之什	289	  小毖	289.1	4	1	1	自求辛螫	自求辛螫	。				螫	0	syek	*[l̥]Ak	qjaɡ	鐸	289.1.4.1		[l̥]		Ak		Ak	0793e	793	syek	sting (v.)	shi4	 [l̥]  Ak 
7075	shijing	頌	蕩之什	289	  小毖	289.1	5	1	1	肇允彼桃蟲	肇允彼桃蟲	。				蟲	0	drjuwng	*C.lruŋ	ɡrluŋ	中	289.1.5.1	C.	l	r	uŋ		uŋ	1009a	1009	drjuwng	insect	chong2	C. l r uŋ 
7076	shijing	頌	蕩之什	289	  小毖	289.1	6	1	1	拚飛維a鳥	拚飛維鳥	。		289.1.a		鳥	1336	tewX	*tˤiwʔ	ntɯɯwʔ	幽2	289.1.6.1		tˤ		iwʔ		iw	1116a	1116	tewX	bird	niao3	 tˤ  iwʔ 
7077	shijing	頌	蕩之什	289	  小毖	289.1	7	1	1	未堪家多難	未堪家多難	。				難	0	nan	*nˤar	mɢlaan	元1	289.1.7.1		nˤ		ar		ar	0152d	152	nan	difficult	nan2	 nˤ  ar 
7078	shijing	頌	蕩之什	289	  小毖	289.1	8	1	1	予又集于a蓼	予又集于蓼	。		289.1.a		蓼	1336	ljuwk	?	ɡ-ruɡ	覺1	289.1.8.1												    
421	shijing	國風	邶風	29	 日月	29.1	1	1	1	日居月諸	日居月諸	、				諸	0	tsyo (tsyae)	*ta	klja	魚	29.1.1.1		t		a		a	0045p	45	tsyo	(fusion of 之 + 於 *tə ʔa)	zhu1	 t  a 
422	shijing	國風	邶風	29	 日月	29.1	1	2	1	照臨下a土	照臨下土	。		29.1.a		土	1337	thuX (duX)	*tʰˤaʔ	ɡ-laaʔ	魚	29.1.1.2		tʰˤ		aʔ		a	0062a	62	thuX	earth	tu3	 tʰˤ  aʔ 
423	shijing	國風	邶風	29	 日月	29.1	2	1	1	乃如之人兮	乃如之人兮	、				人	0	nyin	*ni[ŋ]	njin	真1	29.1.2.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
424	shijing	國風	邶風	29	 日月	29.1	2	2	1	逝不古a處	逝不古處	。		29.1.a		處	1337	tsyhoX	*t.qʰaʔ	khljaʔ	魚	29.1.2.2	t.	qʰ		aʔ		a	0085a	85	tsyhoX	be at	chu3	t. qʰ  aʔ 
425	shijing	國風	邶風	29	 日月	29.1	3	1	1	胡能有定	胡能有定	、				定	0	tengH	*tˤeŋ-s	teeŋs	耕	29.1.3.1	N-	tˤ		eŋ	-s	eŋ	0833z	833	dengH	become fixed; settled (v.i.)	ding4	N- tˤ  eŋ -s
426	shijing	國風	邶風	29	 日月	29.1	3	2	1	寧不我a顧	寧不我顧	。		29.1.a		顧	1337	kuH	*[k]ʷˤaʔ-s	klaas	魚	29.1.3.2		[k]ʷˤ		aʔ	-s	a	0053g	53	kuH	look around	gu4	 [k]ʷˤ  aʔ -s
427	shijing	國風	邶風	29	 日月	29.2	1	1	1	日居月諸	日居月諸	、				諸	0	tsyo (tsyae)	*ta	klja	魚	29.2.1.1		t		a		a	0045p	45	tsyo	(fusion of 之 + 於 *tə ʔa)	zhu1	 t  a 
428	shijing	國風	邶風	29	 日月	29.2	1	2	1	下土是a冒	下土是冒	。		29.2.a		冒	1338	mawH (mok)	*mˤuk-s	mɯɯɡ	職	29.2.1.2		mˤ		uk	-s	uk	1062a	1062	mawH	covering	mao4	 mˤ  uk -s
429	shijing	國風	邶風	29	 日月	29.2	2	1	1	乃如之人兮	乃如之人兮	、				人	0	nyin	*ni[ŋ]	njin	真1	29.2.2.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
430	shijing	國風	邶風	29	 日月	29.2	2	2	1	逝不相a好	逝不相好	。		29.2.a		好	1338	xawX // xawH	! *qʰˤuʔ // *qʰˤuʔ-s	qhuus	幽1	29.2.2.2		qʰˤ		uʔ	-s	u	1044a	1044	xawH	love, like (v.)	hao4	 qʰˤ  uʔ -s
431	shijing	國風	邶風	29	 日月	29.2	3	1	1	胡能有定	胡能有定	、				定	0	tengH	*tˤeŋ-s	teeŋs	耕	29.2.3.1	N-	tˤ		eŋ	-s	eŋ	0833z	833	dengH	become fixed; settled (v.i.)	ding4	N- tˤ  eŋ -s
432	shijing	國風	邶風	29	 日月	29.2	3	2	1	寧不我a報	寧不我報	。		29.2.a		報	1338	pawH	*pˤuk-s	puuɡs	覺1	29.2.3.2		pˤ		uk	-s	uk	1058a	1058	pawH	repay	bao4	 pˤ  uk -s
433	shijing	國風	邶風	29	 日月	29.3	1	1	1	日居月諸	日居月諸	、				諸	0	tsyo (tsyae)	*ta	klja	魚	29.3.1.1		t		a		a	0045p	45	tsyo	(fusion of 之 + 於 *tə ʔa)	zhu1	 t  a 
434	shijing	國風	邶風	29	 日月	29.3	1	2	1	出自東a方	出自東方	。		29.3.a		方	1339	pjang	! *C-paŋ // *paŋ // *paŋ	paŋ	陽	29.3.1.2		p		aŋ		aŋ	0740a	740	pjang	just, then	fang1	 p  aŋ 
435	shijing	國風	邶風	29	 日月	29.3	2	1	1	乃如之人兮	乃如之人兮	、				人	0	nyin	*ni[ŋ]	njin	真1	29.3.2.1		n		i[ŋ]		iŋ	0388a	388	nyin	(other) person	ren2	 n  i[ŋ] 
436	shijing	國風	邶風	29	 日月	29.3	2	2	1	德音無a良	德音無良	。		29.3.a		良	1339	ljang	*[r]aŋ	ɡ-raŋ	陽	29.3.2.2		[r]		aŋ		aŋ	0735a	735	ljang	good	liang2	 [r]  aŋ 
437	shijing	國風	邶風	29	 日月	29.3	3	1	1	胡能有定	胡能有定	、				定	0	tengH	*tˤeŋ-s	teeŋs	耕	29.3.3.1	N-	tˤ		eŋ	-s	eŋ	0833z	833	dengH	become fixed; settled (v.i.)	ding4	N- tˤ  eŋ -s
438	shijing	國風	邶風	29	 日月	29.3	3	2	1	俾也可a忘	俾也可忘	。		29.3.a		忘	1339	mjang	*maŋ	maŋ	陽	29.3.3.2		m		aŋ	-s	aŋ	0742i	742	mjangH	forget	wang4	 m  aŋ -s
439	shijing	國風	邶風	29	 日月	29.4	1	1	1	日居月諸	日居月諸	、				諸	0	tsyo (tsyae)	*ta	klja	魚	29.4.1.1		t		a		a	0045p	45	tsyo	(fusion of 之 + 於 *tə ʔa)	zhu1	 t  a 
440	shijing	國風	邶風	29	 日月	29.4	1	2	1	東方自a出	東方自出	。		29.4.a		出	1340	tsyhwijH	*t-kʰut-s	khljud	物2	29.4.1.2	t-	kʰ		ut	-s	ut	0496a	496	tsyhwijH	bring or take out	chui4	t- kʰ  ut -s
441	shijing	國風	邶風	29	 日月	29.4	2	1	1	父兮母兮	父兮母兮	、				母	0	muwX	*məʔ	mɯʔ	侯	29.4.2.1		m		əʔ		ə	0947a	947	muwX	mother	mu3	 m  əʔ 
442	shijing	國風	邶風	29	 日月	29.4	2	2	1	畜我不a卒	畜我不卒	。		29.4.a		卒	1340	tswit // tswot (tshwot)	*[ts]ˤut // *[ts]ut	skhuud	物2	29.4.2.2		[ts]		ut		ut	0490a	490	tswit	finish, die	zu2	 [ts]  ut 
443	shijing	國風	邶風	29	 日月	29.4	3	1	1	胡能有定	胡能有定	、				定	0	tengH	*tˤeŋ-s	teeŋs	耕	29.4.3.1	N-	tˤ		eŋ	-s	eŋ	0833z	833	dengH	become fixed; settled (v.i.)	ding4	N- tˤ  eŋ -s
444	shijing	國風	邶風	29	 日月	29.4	3	2	1	報我不a述	報我不述	。		29.4.a		述	1340	zywit	*Cə-lut	ɢljud	物2	29.4.3.2	Cə-	l		ut		ut	0497e	497	zywit	follow	shu4	Cə- l  ut 
7079	shijing	頌	蕩之什	290	  載芟	290.1	1	1	1	載芟載a柞	載芟載柞	、		290.1.a		柞	1341	tsraek (tsuH)	*[ts]ˤrak	tsaaɡ	鐸	290.1.1.1		[ts]ˤ	r	ak		ak	0806p	806	tsraek	clear brush	ze2	 [ts]ˤ r ak 
7080	shijing	頌	蕩之什	290	  載芟	290.1	1	2	1	其耕a澤a澤	其耕澤澤	。		290.1.a		澤	1341	draek	*lˤrak	ɡrlaaɡ	鐸	290.1.1.2		lˤ	r	ak		ak	0790o	790	draek	marsh; moisture	ze2	 lˤ r ak 
7081	shijing	頌	蕩之什	290	  載芟	290.1	1	2	2	其耕a澤a澤	其耕澤澤	。		290.1.a		澤	1341	draek	*lˤrak	ɡrlaaɡ	鐸	290.1.1.2		lˤ	r	ak		ak	0790o	790	draek	marsh; moisture	ze2	 lˤ r ak 
7082	shijing	頌	蕩之什	290	  載芟	290.1	2	1	1	千耦其b耘	千耦其耘	、		290.1.b		耘	1342	hjun	?	ɢun	文2	290.1.2.1												    
7083	shijing	頌	蕩之什	290	  載芟	290.1	2	2	1	徂濕徂b畛	徂濕徂畛	。		290.1.b		畛	1342	tsyinX	*tə[n]ʔ	kljɯnʔ	真1	290.1.2.2		t		ə[n]ʔ		ən	0453d	453	tsyinX	path between fields	zhen3	 t  ə[n]ʔ 
7084	shijing	頌	蕩之什	290	  載芟	290.1	3	1	1	侯主侯c伯	侯主侯伯	、		290.1.c		伯	1343					290.1.3.1		pˤ	r	ak		ak	0782i	782	paek	father’s elder brother	bo2	 pˤ r ak 
7085	shijing	頌	蕩之什	290	  載芟	290.1	3	2	1	侯亞侯c旅	侯亞侯旅	、		290.1.c		旅	1343	ljoX	*[r]aʔ	raʔ	魚	290.1.3.2		[r]		aʔ		a	0077a	77	ljoX	military unit of 500 men; to go	lü3	 [r]  aʔ 
7086	shijing	頌	蕩之什	290	  載芟	290.1	3	3	1	侯疆侯d以	侯疆侯以	。		290.1.d		以	1344	yiX	*ləʔ	?	之	290.1.3.3		l		əʔ		ə	0976b	976	yiX	take, use	yi3	 l  əʔ 
7087	shijing	頌	蕩之什	290	  載芟	290.1	4	1	1	有嗿其饁	有嗿其饁	、				饁	0		?	ɢab	盍1	290.1.4.1												    
7088	shijing	頌	蕩之什	290	  載芟	290.1	4	2	1	思媚其d婦	思媚其婦	、		290.1.d		婦	1344	bjuwX	*mə.bəʔ	buʔ	幽1	290.1.4.2	mə.	b		əʔ		ə	1001a	1001	bjuwX	woman, wife	fu4	mə. b  əʔ 
7089	shijing	頌	蕩之什	290	  載芟	290.1	4	3	1	有依其d士	有依其士	。		290.1.d		士	1344	dzriX	*[m-s-]rəʔ	dzrɯʔ	之	290.1.4.3	[m-s-]	r		əʔ		ə	0970a	970	dzriX	officer; gentleman	shi4	[m-s-] r  əʔ 
7090	shijing	頌	蕩之什	290	  載芟	290.1	5	1	1	有略其耜	有略其耜	、				耜	0	ziX	*sə-ləʔ	?	之	290.1.5.1	sə-	l		əʔ		ə	0976k	976	ziX	plowshare; to plow	si4	sə- l  əʔ 
