ID	CHARACTER	PINYIN	DOCULECT	WORDFAMILY_CLASS	GLOSS	READING	VARIANT_CLASS	SOURCE
12944	中	zhōng₁	Middle_Chinese		"Be in the middle, middle, inside" 中 [BI, Shi];/"inner garment, middle, medium" 衷 [Zuo]./NOTE:Baxter (1992: 233) reconstructs *k-l- on the basis of a Han sound gloss (Coblin 1983: 156) and WT. This may be the same word as {zhōng₂ 忠}/"sincere".	ṭjuŋ		Schuessler2007
12945	中	zhōng₁	Old_Chinese		"Be in the middle, middle, inside" 中 [BI, Shi];/"inner garment, middle, medium" 衷 [Zuo]./NOTE:Baxter (1992: 233) reconstructs *k-l- on the basis of a Han sound gloss (Coblin 1983: 156) and WT. This may be the same word as {zhōng₂ 忠}/"sincere".	k-ljuŋ		Baxter1992
12946	中	zhōng₁	Old_Chinese		"Be in the middle, middle, inside" 中 [BI, Shi];/"inner garment, middle, medium" 衷 [Zuo]./NOTE:Baxter (1992: 233) reconstructs *k-l- on the basis of a Han sound gloss (Coblin 1983: 156) and WT. This may be the same word as {zhōng₂ 忠}/"sincere".	truŋ		Schuessler2007
12947	中	zhōng₁	Late_Han_Chinese		"Be in the middle, middle, inside" 中 [BI, Shi];/"inner garment, middle, medium" 衷 [Zuo]./NOTE:Baxter (1992: 233) reconstructs *k-l- on the basis of a Han sound gloss (Coblin 1983: 156) and WT. This may be the same word as {zhōng₂ 忠}/"sincere".	ṭuŋ		Schuessler2007
12948	中	zhòng	Middle_Chinese		"Hit the center, hit, attain" [Zuo].	ṭjuŋᶜ		Schuessler2007
12949	中	zhòng	Old_Chinese	⪤ zhōng₁ 中	"Hit the center, hit, attain" [Zuo].	truŋh		Schuessler2007
12950	中	zhòng	Late_Han_Chinese		"Hit the center, hit, attain" [Zuo].	ṭuŋᶜ		Schuessler2007
12951	仲	zhòng	Middle_Chinese		"The 2nd (middle) of three or more brothers" [Shi],/"second of the month" [Shu].	ḍjuŋᶜ		Schuessler2007
12952	仲	zhòng	Old_Chinese	⪤ zhōng₁ 中	"The 2nd (middle) of three or more brothers" [Shi],/"second of the month" [Shu].	druŋh		Schuessler2007
12953	仲	zhòng	Late_Han_Chinese		"The 2nd (middle) of three or more brothers" [Shi],/"second of the month" [Shu].	ḍuŋᶜ		Schuessler2007
12954	忠	zhōng₂	Middle_Chinese		"Sincere, loyal, integrity" [Lunyu]./NOTE:Perh. this is the s. w. as {zhōng₁ 中}.	ṭjuŋ		Schuessler2007
12955	忠	zhōng₂	Old_Chinese		"Sincere, loyal, integrity" [Lunyu]./NOTE:Perh. this is the s. w. as {zhōng₁ 中}.	truŋ		Schuessler2007
12956	忠	zhōng₂	Late_Han_Chinese		"Sincere, loyal, integrity" [Lunyu]./NOTE:Perh. this is the s. w. as {zhōng₁ 中}.	ṭuŋ		Schuessler2007
12957	妐	zhōng₃	Middle_Chinese		"Father-in-law" [Lüshi].	tśjuŋ		Schuessler2007
12958	妐	zhōng₃	Old_Chinese		"Father-in-law" [Lüshi].	tuŋ (= *C-juŋ ?)		Schuessler2007
12959	妐	zhōng₃	Late_Han_Chinese		"Father-in-law" [Lüshi].	tśuŋ		Schuessler2007
12960	終	zhōng₄	Middle_Chinese		"To end, terminate, complete, completely" [Shi]./NOTE:Wáng Lì (1982: 608) derives {dōng₁ 冬}/"winter" from this word.	tśjuŋ		Schuessler2007
12961	終	zhōng₄	Old_Chinese		"To end, terminate, complete, completely" [Shi]./NOTE:Wáng Lì (1982: 608) derives {dōng₁ 冬}/"winter" from this word.	tuŋ		Schuessler2007
12962	終	zhōng₄	Late_Han_Chinese		"To end, terminate, complete, completely" [Shi]./NOTE:Wáng Lì (1982: 608) derives {dōng₁ 冬}/"winter" from this word.	tśuŋ		Schuessler2007
12963	螽	zhōng₅	Middle_Chinese		"Locust, grasshopper" [Shi].	tśjuŋ		Schuessler2007
12964	螽	zhōng₅	Old_Chinese		"Locust, grasshopper" [Shi].	tjuŋ		Baxter1992
12965	螽	zhōng₅	Old_Chinese		"Locust, grasshopper" [Shi].	tuŋ (= *C-juŋ ?)		Schuessler2007
12966	螽	zhōng₅	Late_Han_Chinese		"Locust, grasshopper" [Shi].	tśuŋ		Schuessler2007
12967	冢	zhǒng₁	Middle_Chinese		"A mound, peak; be great" 冢 [Shi];/"a mound, tomb" 塚. This is still the word for/"tomb" in some dialects, e.g.	ṭjwoŋᴮ	冢	Schuessler2007
12968	冢	zhǒng₁	Old_Chinese		"A mound, peak; be great" 冢 [Shi];/"a mound, tomb" 塚. This is still the word for/"tomb" in some dialects, e.g.	troŋʔ	冢	Schuessler2007
12969	冢	zhǒng₁	Late_Han_Chinese		"A mound, peak; be great" 冢 [Shi];/"a mound, tomb" 塚. This is still the word for/"tomb" in some dialects, e.g.	ṭoŋᴮ	冢	Schuessler2007
12970	塚	zhǒng₁	Middle_Chinese		"A mound, peak; be great" 冢 [Shi];/"a mound, tomb" 塚. This is still the word for/"tomb" in some dialects, e.g.	ṭjwoŋᴮ	冢	Schuessler2007
12971	塚	zhǒng₁	Old_Chinese		"A mound, peak; be great" 冢 [Shi];/"a mound, tomb" 塚. This is still the word for/"tomb" in some dialects, e.g.	troŋʔ	冢	Schuessler2007
12972	塚	zhǒng₁	Late_Han_Chinese		"A mound, peak; be great" 冢 [Shi];/"a mound, tomb" 塚. This is still the word for/"tomb" in some dialects, e.g.	ṭoŋᴮ	冢	Schuessler2007
12973	種	zhǒng₂	Middle_Chinese		"Seeds, cereals" [Shi] >/"descendants" [Guoce].	tśjwoŋᴮ		Schuessler2007
12974	種	zhǒng₂	Old_Chinese		"Seeds, cereals" [Shi] >/"descendants" [Guoce].	toŋʔ		Schuessler2007
12975	種	zhǒng₂	Late_Han_Chinese		"Seeds, cereals" [Shi] >/"descendants" [Guoce].	tśoŋᴮ		Schuessler2007
12976	種	zhòng	Middle_Chinese		"To sow" [Shi], later also/"to plant" (a tree).	tśjwoŋᶜ		Schuessler2007
12977	種	zhòng	Old_Chinese	⪤ zhǒng₂ 種	"To sow" [Shi], later also/"to plant" (a tree).	toŋh		Schuessler2007
12978	種	zhòng	Late_Han_Chinese		"To sow" [Shi], later also/"to plant" (a tree).	tśoŋᶜ		Schuessler2007
12979	腫	zhǒng₃	Middle_Chinese		"Swell, swollen" 腫 [Zuo] >/"tumor" 腫 [Zhouli] >/"heel" [Li] > ``follow in the footsteps of'' 踵 [Zuo]./NOTE:For the semantic link between/"swollen" and/"heel" (< * ``swelling''), see Matisoff (LTBA 17.2, 1994: 144).	tśjwoŋᴮ	腫	Schuessler2007
12980	腫	zhǒng₃	Old_Chinese		"Swell, swollen" 腫 [Zuo] >/"tumor" 腫 [Zhouli] >/"heel" [Li] > ``follow in the footsteps of'' 踵 [Zuo]./NOTE:For the semantic link between/"swollen" and/"heel" (< * ``swelling''), see Matisoff (LTBA 17.2, 1994: 144).	toŋʔ	腫	Schuessler2007
12981	腫	zhǒng₃	Late_Han_Chinese		"Swell, swollen" 腫 [Zuo] >/"tumor" 腫 [Zhouli] >/"heel" [Li] > ``follow in the footsteps of'' 踵 [Zuo]./NOTE:For the semantic link between/"swollen" and/"heel" (< * ``swelling''), see Matisoff (LTBA 17.2, 1994: 144).	tśoŋᴮ	腫	Schuessler2007
12982	踵	zhǒng₃	Middle_Chinese		"Swell, swollen" 腫 [Zuo] >/"tumor" 腫 [Zhouli] >/"heel" [Li] > ``follow in the footsteps of'' 踵 [Zuo]./NOTE:For the semantic link between/"swollen" and/"heel" (< * ``swelling''), see Matisoff (LTBA 17.2, 1994: 144).	tśjwoŋᴮ	腫	Schuessler2007
12983	踵	zhǒng₃	Old_Chinese		"Swell, swollen" 腫 [Zuo] >/"tumor" 腫 [Zhouli] >/"heel" [Li] > ``follow in the footsteps of'' 踵 [Zuo]./NOTE:For the semantic link between/"swollen" and/"heel" (< * ``swelling''), see Matisoff (LTBA 17.2, 1994: 144).	toŋʔ	腫	Schuessler2007
12984	踵	zhǒng₃	Late_Han_Chinese		"Swell, swollen" 腫 [Zuo] >/"tumor" 腫 [Zhouli] >/"heel" [Li] > ``follow in the footsteps of'' 踵 [Zuo]./NOTE:For the semantic link between/"swollen" and/"heel" (< * ``swelling''), see Matisoff (LTBA 17.2, 1994: 144).	tśoŋᴮ	腫	Schuessler2007
12985	尰	zhòng	Middle_Chinese		"Be swollen, inflated" [Shi].	źwoŋᴮ		Schuessler2007
12986	尰	zhòng	Old_Chinese	⪤ zhǒng₃ 腫踵	"Be swollen, inflated" [Shi].	doŋʔ		Schuessler2007
12987	尰	zhòng	Late_Han_Chinese		"Be swollen, inflated" [Shi].	dźoŋᴮ		Schuessler2007
12988	重	zhòng₁	Middle_Chinese		"Heavy" [Shi] >/"important" [BI, Zuo],/"increase, to honor" [Zuo].	ḍjwoŋᴮ		Schuessler2007
12989	重	zhòng₁	Old_Chinese		"Heavy" [Shi] >/"important" [BI, Zuo],/"increase, to honor" [Zuo].	droŋʔ		Schuessler2007
12990	重	zhòng₁	Late_Han_Chinese		"Heavy" [Shi] >/"important" [BI, Zuo],/"increase, to honor" [Zuo].	ḍoŋᴮ		Schuessler2007
12991	重	chóng	Middle_Chinese		"Double, two, accumulate" [Shi] >/"twice, repeat" [Zuo].	ḍjwoŋ		Schuessler2007
12992	重	chóng	Old_Chinese	⪤ zhòng₁ 重	"Double, two, accumulate" [Shi] >/"twice, repeat" [Zuo].	droŋ		Schuessler2007
12993	重	chóng	Late_Han_Chinese		"Double, two, accumulate" [Shi] >/"twice, repeat" [Zuo].	ḍoŋ		Schuessler2007
12994	湩	zhòng₂	Middle_Chinese		"Milk (of cows and mares)" [Mu tianzi zhuan],/"milk-like fluid" [SW] is a loan from some ancient Central Asian language (Pulleyblank 1962: 250ƒƒ). LH was probably toŋᶜ because it is the simpler reading and MC ṭioŋᶜ is the reading of the phonetic element.	ṭjwoŋᶜ,tuŋᶜ		Schuessler2007
12995	湩	zhòng₂	Old_Chinese		"Milk (of cows and mares)" [Mu tianzi zhuan],/"milk-like fluid" [SW] is a loan from some ancient Central Asian language (Pulleyblank 1962: 250ƒƒ). LH was probably toŋᶜ because it is the simpler reading and MC ṭioŋᶜ is the reading of the phonetic element.	troŋh,*tôŋh		Schuessler2007
12996	湩	zhòng₂	Late_Han_Chinese		"Milk (of cows and mares)" [Mu tianzi zhuan],/"milk-like fluid" [SW] is a loan from some ancient Central Asian language (Pulleyblank 1962: 250ƒƒ). LH was probably toŋᶜ because it is the simpler reading and MC ṭioŋᶜ is the reading of the phonetic element.	ṭoŋᶜ,toŋᶜ		Schuessler2007
12997	眾	zhòng₄	Middle_Chinese			tśjuŋᶜ		Schuessler2007
12998	眾	zhòng₄	Old_Chinese			tuŋh (*tiuŋh ?)		Schuessler2007
12999	眾	zhòng₄	Late_Han_Chinese			tśuŋ		Schuessler2007
13000	舟	zhōu₁	Middle_Chinese		"Boat" [OB, Shi]./NOTE:Acc. to the Yìjīng, a zhōu was originally a hollowed tree trunk (canoe) (Huáng Jīnguì, Shěn Xíróng YYWZX 1987.8: 41ƒƒ) like {yú₁₄ 俞}.	tśjəu		Schuessler2007
13001	舟	zhōu₁	Old_Chinese		"Boat" [OB, Shi]./NOTE:Acc. to the Yìjīng, a zhōu was originally a hollowed tree trunk (canoe) (Huáng Jīnguì, Shěn Xíróng YYWZX 1987.8: 41ƒƒ) like {yú₁₄ 俞}.	tu		Schuessler2007
13002	舟	zhōu₁	Late_Han_Chinese		"Boat" [OB, Shi]./NOTE:Acc. to the Yìjīng, a zhōu was originally a hollowed tree trunk (canoe) (Huáng Jīnguì, Shěn Xíróng YYWZX 1987.8: 41ƒƒ) like {yú₁₄ 俞}.	tśu		Schuessler2007
13003	輈	zhōu	Middle_Chinese		"Carriage pole" [Shi] may perhaps be cognate (``trunk'' >/"pole" //"canoe"?).	ṭjəu		Schuessler2007
13004	輈	zhōu	Old_Chinese	⪤ zhōu₁ 舟	"Carriage pole" [Shi] may perhaps be cognate (``trunk'' >/"pole" //"canoe"?).	tru		Schuessler2007
13005	輈	zhōu	Late_Han_Chinese		"Carriage pole" [Shi] may perhaps be cognate (``trunk'' >/"pole" //"canoe"?).	ṭu		Schuessler2007
13006	洲	zhōu₂	Middle_Chinese		"Island in a river" [BI, Shi].	tśjəu		Schuessler2007
13007	洲	zhōu₂	Old_Chinese		"Island in a river" [BI, Shi].	tu		Schuessler2007
13008	洲	zhōu₂	Late_Han_Chinese		"Island in a river" [BI, Shi].	tśu		Schuessler2007
13009	渚	zhǔ	Middle_Chinese		"Islet" [Shi], smaller than zhōu [EY 12.2].	tśjwoᴮ		Schuessler2007
13010	渚	zhǔ	Old_Chinese	⪤ zhōu₂ 洲	"Islet" [Shi], smaller than zhōu [EY 12.2].	taʔ		Schuessler2007
13011	渚	zhǔ	Late_Han_Chinese		"Islet" [Shi], smaller than zhōu [EY 12.2].	tśɑᴮ		Schuessler2007
13012	沚	zhǐ	Middle_Chinese		"Islet" [Shi], smaller than zhǔ [EY 12.2].	tśɨᴮ		Schuessler2007
13013	沚	zhǐ	Old_Chinese	⪤ zhōu₂ 洲	"Islet" [Shi], smaller than zhǔ [EY 12.2].	təʔ		Schuessler2007
13014	沚	zhǐ	Late_Han_Chinese		"Islet" [Shi], smaller than zhǔ [EY 12.2].	tśəᴮ		Schuessler2007
13015	坻	chí	Middle_Chinese		"Islet" [Shi], smaller than zhǐ [EY 12.2].	ḍi		Schuessler2007
13016	坻	chí	Old_Chinese	⪤ zhōu₂ 洲	"Islet" [Shi], smaller than zhǐ [EY 12.2].	dri (?)		Schuessler2007
13017	坻	chí	Late_Han_Chinese		"Islet" [Shi], smaller than zhǐ [EY 12.2].	ḍi		Schuessler2007
13018	周	zhōu₃	Middle_Chinese		"To surround, encircle, circle, everywhere, curve (in the road)" [Shi].	tśjəu		Schuessler2007
13019	周	zhōu₃	Old_Chinese		"To surround, encircle, circle, everywhere, curve (in the road)" [Shi].	tiu		Schuessler2007
13020	周	zhōu₃	Late_Han_Chinese		"To surround, encircle, circle, everywhere, curve (in the road)" [Shi].	tśu		Schuessler2007
13021	綢	chóu	Middle_Chinese		"To be wrapped round, pressed tightly together, dense" [BI, Shi],/"bind round" [Shi];/"nightgown" 裯 [Shi] (Karlgren 1956: 17).	ḍjəu		Schuessler2007
13022	綢	chóu	Old_Chinese	⪤ zhōu₃ 周	"To be wrapped round, pressed tightly together, dense" [BI, Shi],/"bind round" [Shi];/"nightgown" 裯 [Shi] (Karlgren 1956: 17).	driu		Schuessler2007
13023	綢	chóu	Late_Han_Chinese		"To be wrapped round, pressed tightly together, dense" [BI, Shi],/"bind round" [Shi];/"nightgown" 裯 [Shi] (Karlgren 1956: 17).	ḍu		Schuessler2007
13024	綢繆	chóu-móu	Middle_Chinese		"Be tied round" [Shi] (Baxter 1992: 513).	ḍjəu-mjeu		Schuessler2007
13025	綢繆	chóu-móu	Old_Chinese		"Be tied round" [Shi] (Baxter 1992: 513).	drjiw-mrjiw		Baxter1992
13026	綢繆	chóu-móu	Old_Chinese	⪤ zhōu₃ 周	"Be tied round" [Shi] (Baxter 1992: 513).	driu-mriu		Schuessler2007
13027	綢繆	chóu-móu	Late_Han_Chinese		"Be tied round" [Shi] (Baxter 1992: 513).	-miu		Schuessler2007
13028	周	zhōu₄	Middle_Chinese		"To have aid, help" [Shi],/"relieve, succour" 賙 [Zhouli].	tśjəu		Schuessler2007
13029	周	zhōu₄	Old_Chinese		"To have aid, help" [Shi],/"relieve, succour" 賙 [Zhouli].	tiu		Schuessler2007
13030	周	zhōu₄	Late_Han_Chinese		"To have aid, help" [Shi],/"relieve, succour" 賙 [Zhouli].	tśu		Schuessler2007
13031	粥	zhōu₅	Middle_Chinese		"Rice gruel" [Zuo, Li].	tśjuk	粥	Schuessler2007
13032	粥	zhōu₅	Old_Chinese		"Rice gruel" [Zuo, Li].	tuk	粥	Schuessler2007
13033	粥	zhōu₅	Late_Han_Chinese		"Rice gruel" [Zuo, Li].	tśuk	粥	Schuessler2007
13034	鬻	zhōu₅	Middle_Chinese		"Rice gruel" [Zuo, Li].	tśjuk	粥	Schuessler2007
13035	鬻	zhōu₅	Old_Chinese		"Rice gruel" [Zuo, Li].	tuk	粥	Schuessler2007
13036	鬻	zhōu₅	Late_Han_Chinese		"Rice gruel" [Zuo, Li].	tśuk	粥	Schuessler2007
13037	皺	zhōu₆	Middle_Chinese		"Wrinkles, furrows; to frown" [Tang: Han Yu] (Unger Hao-ku 35, 1986: 34).	tṣjəu		Schuessler2007
13038	皺	zhōu₆	Old_Chinese		"Wrinkles, furrows; to frown" [Tang: Han Yu] (Unger Hao-ku 35, 1986: 34).	tsru		Schuessler2007
13039	皺	zhōu₆	Late_Han_Chinese		"Wrinkles, furrows; to frown" [Tang: Han Yu] (Unger Hao-ku 35, 1986: 34).	tṣu		Schuessler2007
13040	縐	zhòu	Middle_Chinese		"To crinkle, crape" [Shi].	tṣjəuᶜ		Schuessler2007
13041	縐	zhòu	Old_Chinese	⪤ zhōu₆ 皺	"To crinkle, crape" [Shi].	tsruh		Schuessler2007
13042	縐	zhòu	Late_Han_Chinese		"To crinkle, crape" [Shi].	tṣuᶜ		Schuessler2007
13043	肘	zhǒu₁	Middle_Chinese		"Wrist, elbow" [OB, Zuo].	ṭjəuᴮ		Schuessler2007
13044	肘	zhǒu₁	Old_Chinese		"Wrist, elbow" [OB, Zuo].	truʔ		Schuessler2007
13045	肘	zhǒu₁	Late_Han_Chinese		"Wrist, elbow" [OB, Zuo].	ṭuᴮ		Schuessler2007
13046	晝	zhòu₂	Middle_Chinese		"Time of daylight, daytime, morning, day" [BI, Shi].	ṭjəuᶜ		Schuessler2007
13047	晝	zhòu₂	Old_Chinese		"Time of daylight, daytime, morning, day" [BI, Shi].	tru(k)h ?		Schuessler2007
13048	晝	zhòu₂	Late_Han_Chinese		"Time of daylight, daytime, morning, day" [BI, Shi].	ṭuᶜ		Schuessler2007
13049	冑	zhòu₃	Middle_Chinese		"Helmet" [Shi].	ḍjəuᶜ		Schuessler2007
13050	冑	zhòu₃	Old_Chinese		"Helmet" [Shi].	d-luh or *d-juh ?		Schuessler2007
13051	冑	zhòu₃	Late_Han_Chinese		"Helmet" [Shi].	ḍuᶜ		Schuessler2007
13052	褎	yòu	Middle_Chinese		"Full dress" [Shi].	jiəuᶜ		Schuessler2007
13053	褎	yòu	Old_Chinese	⪤ zhòu₃ 冑	"Full dress" [Shi].	luh or *juh ?		Schuessler2007
13054	褎	yòu	Late_Han_Chinese		"Full dress" [Shi].	juᶜ		Schuessler2007
13055	袖	xiù	Middle_Chinese		"Sleeve" 褎 [Shi], 袖 [Zuo]./NOTE:The role of *s- is not clear, perhaps iterative because sleeves come in pairs.	zjəuᶜ	袖	Schuessler2007
13056	袖	xiù	Old_Chinese		"Sleeve" 褎 [Shi], 袖 [Zuo]./NOTE:The role of *s- is not clear, perhaps iterative because sleeves come in pairs.	zjus	袖	Baxter1992
13057	袖	xiù	Old_Chinese	⪤ zhòu₃ 冑	"Sleeve" 褎 [Shi], 袖 [Zuo]./NOTE:The role of *s- is not clear, perhaps iterative because sleeves come in pairs.	s-luh or *s-juh ?	袖	Schuessler2007
13058	袖	xiù	Late_Han_Chinese		"Sleeve" 褎 [Shi], 袖 [Zuo]./NOTE:The role of *s- is not clear, perhaps iterative because sleeves come in pairs.	ziuᶜ	袖	Schuessler2007
13059	褎	xiù	Middle_Chinese		"Sleeve" 褎 [Shi], 袖 [Zuo]./NOTE:The role of *s- is not clear, perhaps iterative because sleeves come in pairs.	zjəuᶜ	袖	Schuessler2007
13060	褎	xiù	Old_Chinese		"Sleeve" 褎 [Shi], 袖 [Zuo]./NOTE:The role of *s- is not clear, perhaps iterative because sleeves come in pairs.	zjus	袖	Baxter1992
13061	褎	xiù	Old_Chinese	⪤ zhòu₃ 冑	"Sleeve" 褎 [Shi], 袖 [Zuo]./NOTE:The role of *s- is not clear, perhaps iterative because sleeves come in pairs.	s-luh or *s-juh ?	袖	Schuessler2007
13062	褎	xiù	Late_Han_Chinese		"Sleeve" 褎 [Shi], 袖 [Zuo]./NOTE:The role of *s- is not clear, perhaps iterative because sleeves come in pairs.	ziuᶜ	袖	Schuessler2007
13063	韜	tāo	Middle_Chinese		"To wrap, cover" 韜 [ Yili];/"conceal, doubtful" 慆 [Zuo]./NOTE:This word may be unrelated.	tʰâu	韜	Schuessler2007
13064	韜	tāo	Old_Chinese	⪤ zhòu₃ 冑	"To wrap, cover" 韜 [ Yili];/"conceal, doubtful" 慆 [Zuo]./NOTE:This word may be unrelated.	lhû	韜	Schuessler2007
13065	韜	tāo	Late_Han_Chinese		"To wrap, cover" 韜 [ Yili];/"conceal, doubtful" 慆 [Zuo]./NOTE:This word may be unrelated.	tʰou	韜	Schuessler2007
13066	慆	tāo	Middle_Chinese		"To wrap, cover" 韜 [ Yili];/"conceal, doubtful" 慆 [Zuo]./NOTE:This word may be unrelated.	tʰâu	韜	Schuessler2007
13067	慆	tāo	Old_Chinese	⪤ zhòu₃ 冑	"To wrap, cover" 韜 [ Yili];/"conceal, doubtful" 慆 [Zuo]./NOTE:This word may be unrelated.	lhû	韜	Schuessler2007
13068	慆	tāo	Late_Han_Chinese		"To wrap, cover" 韜 [ Yili];/"conceal, doubtful" 慆 [Zuo]./NOTE:This word may be unrelated.	tʰou	韜	Schuessler2007
13069	朱	zhū₁	Middle_Chinese		"Be red, scarlet" [BI, Shi] may be an old basic word for/"red", rivaling {chì₃ 赤} (Baxter 1983).	tśju		Schuessler2007
13070	朱	zhū₁	Old_Chinese		"Be red, scarlet" [BI, Shi] may be an old basic word for/"red", rivaling {chì₃ 赤} (Baxter 1983).	to		Schuessler2007
13071	朱	zhū₁	Late_Han_Chinese		"Be red, scarlet" [BI, Shi] may be an old basic word for/"red", rivaling {chì₃ 赤} (Baxter 1983).	tśo		Schuessler2007
13072	豬	zhū₄	Middle_Chinese		"Pig" [Zuo].	ṭjwo		Schuessler2007
13073	豬	zhū₄	Old_Chinese		"Pig" [Zuo].	tra		Schuessler2007
13074	豬	zhū₄	Late_Han_Chinese		"Pig" [Zuo].	ṭɑ		Schuessler2007
13075	竹	zhú₁	Middle_Chinese		"Bamboo" [Shi].	ṭjuk		Schuessler2007
13076	竹	zhú₁	Old_Chinese		"Bamboo" [Shi].	truk		Schuessler2007
13077	竹	zhú₁	Late_Han_Chinese		"Bamboo" [Shi].	ṭuk		Schuessler2007
13078	逐	zhú₂	Middle_Chinese		"To pursue" (animals, not men) [OB, Shu] (Schuessler 1987: 851; Qiu Xigui 2000: 213). See {zhuī₂ 追} for a near synonym which may be related in spite of the difference in finals.	ṭjuk		Schuessler2007
13079	逐	zhú₂	Old_Chinese		"To pursue" (animals, not men) [OB, Shu] (Schuessler 1987: 851; Qiu Xigui 2000: 213). See {zhuī₂ 追} for a near synonym which may be related in spite of the difference in finals.	druk		Schuessler2007
13080	逐	zhú₂	Late_Han_Chinese		"To pursue" (animals, not men) [OB, Shu] (Schuessler 1987: 851; Qiu Xigui 2000: 213). See {zhuī₂ 追} for a near synonym which may be related in spite of the difference in finals.	ḍuk		Schuessler2007
13081	燭	zhú₃	Middle_Chinese		"Torch" [Li].	tśjwok		Schuessler2007
13082	燭	zhú₃	Old_Chinese		"Torch" [Li].	tok		Schuessler2007
13083	燭	zhú₃	Late_Han_Chinese		"Torch" [Li].	tśok		Schuessler2007
13084	躅	zhú₄	Middle_Chinese		"To check the foot, stop walking" [Yi],/"stamp the foot" [Xun].	ḍjwok		Schuessler2007
13085	躅	zhú₄	Old_Chinese		"To check the foot, stop walking" [Yi],/"stamp the foot" [Xun].	drok		Schuessler2007
13086	躅	zhú₄	Late_Han_Chinese		"To check the foot, stop walking" [Yi],/"stamp the foot" [Xun].	ḍok		Schuessler2007
13087	住	zhù	Middle_Chinese		"To stop" [Lie] >/"dwell" in a place [Nan Qishu].	ḍjuᶜ		Schuessler2007
13088	住	zhù	Old_Chinese	⪤ zhú₄ 躅	"To stop" [Lie] >/"dwell" in a place [Nan Qishu].	dro(k)h		Schuessler2007
13089	住	zhù	Late_Han_Chinese		"To stop" [Lie] >/"dwell" in a place [Nan Qishu].	ḍoᶜ		Schuessler2007
13090	逗	dòu	Middle_Chinese		"To stop, dwell, stay" [Hou Hanshu], perhaps a variant of zhù 住 (ḍjuᶜ).	dəuᶜ		Schuessler2007
13091	逗	dòu	Late_Han_Chinese		"To stop, dwell, stay" [Hou Hanshu], perhaps a variant of zhù 住 (ḍjuᶜ).	doᶜ		Schuessler2007
13092	築	zhú₅	Middle_Chinese		"To stamp earth, earth up" (earth into walls) >/"build" [Shi];/"beat, strike" [Zhouli].	ṭjuk		Schuessler2007
13093	築	zhú₅	Old_Chinese		"To stamp earth, earth up" (earth into walls) >/"build" [Shi];/"beat, strike" [Zhouli].	truk		Schuessler2007
13094	築	zhú₅	Late_Han_Chinese		"To stamp earth, earth up" (earth into walls) >/"build" [Shi];/"beat, strike" [Zhouli].	ṭuk		Schuessler2007
13095	主	zhǔ₁	Middle_Chinese		"Master" [Shi].	tśjuᴮ		Schuessler2007
13096	主	zhǔ₁	Old_Chinese		"Master" [Shi].	toʔ		Schuessler2007
13097	主	zhǔ₁	Late_Han_Chinese		"Master" [Shi].	tśoᴮ		Schuessler2007
13098	麈	zhǔ₃	Middle_Chinese		"A large deer living in the mountains" [YiZhoushu]; its tail was used as a duster.	tśjuᴮ		Schuessler2007
13099	麈	zhǔ₃	Old_Chinese		"A large deer living in the mountains" [YiZhoushu]; its tail was used as a duster.	toʔ		Schuessler2007
13100	麈	zhǔ₃	Late_Han_Chinese		"A large deer living in the mountains" [YiZhoushu]; its tail was used as a duster.	tśoᴮ		Schuessler2007
13101	煮	zhǔ₄	Middle_Chinese		"To boil, cook" [Li].	tśjwoᴮ		Schuessler2007
13102	煮	zhǔ₄	Old_Chinese		"To boil, cook" [Li].	taʔ ?		Schuessler2007
13103	煮	zhǔ₄	Late_Han_Chinese		"To boil, cook" [Li].	tśɑᴮ		Schuessler2007
13104	貯	zhǔ₆	Middle_Chinese		"To store away, bag for clothes" 褚 [Zuo] (Mand. chǔ);/"to store, supplies, storehouse, ownership" [BI],/"to heap" 貯 [Guliang].	ṭjwoᴮ	貯	Schuessler2007
13105	貯	zhǔ₆	Old_Chinese		"To store away, bag for clothes" 褚 [Zuo] (Mand. chǔ);/"to store, supplies, storehouse, ownership" [BI],/"to heap" 貯 [Guliang].	traʔ	貯	Schuessler2007
13106	貯	zhǔ₆	Late_Han_Chinese		"To store away, bag for clothes" 褚 [Zuo] (Mand. chǔ);/"to store, supplies, storehouse, ownership" [BI],/"to heap" 貯 [Guliang].	ṭɑᴮ	貯	Schuessler2007
13107	褚	zhǔ₆	Middle_Chinese		"To store away, bag for clothes" 褚 [Zuo] (Mand. chǔ);/"to store, supplies, storehouse, ownership" [BI],/"to heap" 貯 [Guliang].	ṭjwoᴮ	貯	Schuessler2007
13108	褚	zhǔ₆	Old_Chinese		"To store away, bag for clothes" 褚 [Zuo] (Mand. chǔ);/"to store, supplies, storehouse, ownership" [BI],/"to heap" 貯 [Guliang].	traʔ	貯	Schuessler2007
13109	褚	zhǔ₆	Late_Han_Chinese		"To store away, bag for clothes" 褚 [Zuo] (Mand. chǔ);/"to store, supplies, storehouse, ownership" [BI],/"to heap" 貯 [Guliang].	ṭɑᴮ	貯	Schuessler2007
13110	儲	chú	Middle_Chinese		"To collect, store up" [Guiyu]./NOTE:Karlgren (1956: 17) connects this word with zhū 諸/"all" (under {duō 多}).	ḍjwo		Schuessler2007
13111	儲	chú	Old_Chinese	⪤ zhǔ₆ 貯褚	"To collect, store up" [Guiyu]./NOTE:Karlgren (1956: 17) connects this word with zhū 諸/"all" (under {duō 多}).	dra		Schuessler2007
